route_id,route_location,is_this_route_predominantly,select_the_statement_that,objectid,does_litter_obstruct_the,select_the_statement_that_1,how_many_large_abandoned,how_many_instances_of_graffiti,how_many_instances_of_graffiti_1,how_many_instances_of_graffiti_2,select_the_statement_that_2,how_many_instances_of_feces,how_many_abandoned_syringes,how_many_used_or_opened,how_many_dead_animals_are,does_the_route_have_one_or,are_any_trash_receptacles,is_sidewalk_clearance_less,does_the_sidewalk_have_any,does_the_sidewalk_have_any_1,do_you_detect_any_strong,does_the_route_have_one_or_1,creationdate,analysis_neighborhoods,evaluation_period,does_any_graffiti_include,does_any_graffiti_appear,what_types_of_items_are,does_illegal_dumping_obstruct,how_severe_are_the_pavement,are_there_closed_unlabeled,is_the_pile_of_item_s_more,which_of_the_following_issues,how_many_instances_of_broken,if_yes_identify_the_cause,other_dumped_items,if_yes_is_the_odor_from_a,other_sidewalk_obstructions
7809,FRANCISCO ST BETWEEN MID BLOCK AND POLK ST,2,2,2242,0,2,2,0,5,2,4,0,0,0,0,0,0,1,1,0,0,0,2023-12-08T19:05:29.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,5,0,2,0,0,,1,13,,,
16142,UTAH ST BETWEEN 16TH ST AND 17TH ST,2,4,2248,0,4,1,2,9,13,1,0,0,0,0,0,0,0,0,1,0,0,2023-12-11T15:38:54.000,20 - Mission,July 2023 - June 2024,0,0,16,0,2,0,0,,,,loose barbed wire,,
11704,30TH AVE BETWEEN CABRILLO ST AND FULTON ST,2,2,2261,0,2,1,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,2023-12-11T21:03:13.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,15,0,2,0,0,,,,,,
3533,BALBOA ST BETWEEN 30TH AVE AND 31ST AVE,2,2,2262,0,2,1,0,20,0,1,0,0,0,0,1,0,0,1,0,0,1,2023-12-11T21:12:59.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,17,0,3,0,0,1,,,,,
13676,CLEMENT ST BETWEEN 11TH AVE AND 12TH AVE,1,2,2267,0,3,1,7,3,1,1,0,0,0,0,0,0,0,0,1,0,0,2023-12-12T16:33:19.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,17,0,3,0,0,,,,,,
4164,ANZA ST BETWEEN ARGUELLO BLVD AND 02ND AVE,2,2,2270,0,2,1,0,9,2,2,0,0,0,0,0,0,0,1,0,0,0,2023-12-12T17:36:44.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,15,0,2,0,0,,1,,,,
458,PALOU AVE BETWEEN INGALLS ST AND JENNINGS ST,2,2,2271,0,4,3,0,3,12,1,0,0,0,0,0,0,1,1,1,0,0,2023-12-12T17:40:54.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,15,0,3,0,0,,,12,,,
3853,EVANS AVE BETWEEN MENDELL ST AND NEWHALL ST,1,2,2283,0,3,1,0,7,9,5,0,0,0,0,0,0,0,1,1,0,1,2023-12-12T19:24:41.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,5,0,3,0,0,129,3,,,,
14340,SACRAMENTO ST BETWEEN SPRUCE ST AND MAPLE ST,2,2,2293,0,2,1,1,3,0,2,0,0,0,0,1,0,0,1,0,0,0,2023-12-12T20:26:21.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,4,0,2,0,0,,1,,,,
15721,VIENNA ST BETWEEN BRAZIL AVE AND PERSIA AVE,2,3,2304,0,3,1,0,3,0,1,2,0,0,0,0,0,0,1,0,0,0,2023-12-12T22:30:55.000,5 - Excelsior,July 2023 - June 2024,0,0,17,0,3,0,0,,,,,,
16091,VALLEJO ST BETWEEN KENNETH REXROTH PL AND STOCKTON ST,1,2,2307,0,2,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2023-12-13T00:13:19.000,21 - Chinatown,July 2023 - June 2024,0,0,17,0,1,0,0,,1,,,,
4047,FILBERT ST BETWEEN COLUMBUS AVE AND SCOTLAND ST,1,4,2309,0,4,6,3,4,9,2,0,0,0,0,0,0,0,1,0,0,0,2023-12-13T00:49:32.000,21 - Chinatown,July 2023 - June 2024,0,0,54,0,1,0,0,,1,,,,
6619,INDUSTRIAL ST BETWEEN OAKDALE AVE AND PALOU AVE,1,3,2320,0,3,4,8,4,4,1,2,0,0,0,0,0,0,1,0,0,0,2023-12-14T15:13:34.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,17165,0,3,0,0,,,,,,
10624,MADRID ST BETWEEN AMAZON AVE AND GENEVA AVE,2,2,2334,0,3,1,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,2023-12-14T18:17:02.000,5 - Excelsior,July 2023 - June 2024,0,0,17,0,2,0,0,,,,,,
6342,BRUNSWICK ST BETWEEN UNNAMED 069 AND ALLISON ST,2,3,2338,0,2,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2023-12-14T18:41:16.000,5 - Excelsior,July 2023 - June 2024,0,0,18,0,,0,0,,1,,,,
12252,NAYLOR ST BETWEEN PRAGUE ST AND WINDING WAY,2,2,2341,0,3,4,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,2023-12-14T19:13:27.000,5 - Excelsior,July 2023 - June 2024,0,0,1715,0,1,0,0,,1,,,,
11124,STANYAN ST BETWEEN FREDERICK ST AND CARL ST,2,3,2347,0,2,5,5,12,5,2,0,0,0,0,0,0,0,1,0,0,0,2024-01-03T17:30:56.000,8 - Inner Sunset,July 2023 - June 2024,0,0,16,0,2,0,0,,1,,,,
2464,03RD AVE BETWEEN LINCOLN WAY AND HUGO ST,2,3,2348,0,3,3,4,5,1,2,1,0,0,0,0,0,0,1,1,0,0,2024-01-03T17:46:35.000,8 - Inner Sunset,July 2023 - June 2024,0,0,17,0,2,0,0,,1,,,,
4860,HUGO ST BETWEEN 03RD AVE AND 04TH AVE,2,2,2349,0,2,1,4,8,3,2,0,0,0,0,0,0,0,1,0,0,0,2024-01-03T17:52:06.000,8 - Inner Sunset,July 2023 - June 2024,0,0,17,0,2,0,0,,1,,,,
994,FUNSTON AVE BETWEEN LAKE ST AND CALIFORNIA ST,2,2,2353,0,2,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2024-01-03T19:18:32.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,16,0,,0,0,,1,,,,
3120,07TH AVE BETWEEN LAKE ST AND CALIFORNIA ST,2,2,2356,0,2,3,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,2024-01-03T19:54:40.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,1617,0,2,0,0,,1,,,,
3980,ARGUELLO BLVD BETWEEN CLEMENT ST AND GEARY BLVD,1,2,2359,0,2,3,14,29,1,2,0,0,0,0,1,0,0,1,0,0,1,2024-01-03T20:27:58.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,42,0,2,0,0,5,1,,Large rolled rug,,
5432,NATOMA ST BETWEEN 06TH ST AND 07TH ST,2,3,2393,0,3,1,2,3,5,4,3,0,0,0,0,0,0,1,0,0,0,2024-01-05T16:06:58.000,23 - South of Market,July 2023 - June 2024,0,0,2,0,2,0,0,,1,,,,
5550,06TH ST BETWEEN HOWARD ST AND TEHAMA ST,1,2,2395,0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-01-05T16:35:49.000,23 - South of Market,July 2023 - June 2024,0,0,15,0,,0,0,,,,,,
2080,BRYANT ST BETWEEN 04TH ST AND 05TH ST,1,3,2398,0,4,1,13,23,15,1,3,0,0,0,1,1,0,1,0,0,0,2024-01-05T17:22:38.000,23 - South of Market,July 2023 - June 2024,0,0,16,0,3,0,0,,,,,,
8223,BRANNAN ST BETWEEN 03RD ST AND RITCH ST,1,2,2400,0,3,1,2,4,10,1,1,0,0,0,1,0,1,1,0,0,0,2024-01-05T17:39:07.000,23 - South of Market,July 2023 - June 2024,0,0,17,0,2,0,0,,,3,,,
15073,PERRY ST BETWEEN 03RD ST AND 04TH ST,1,3,2402,0,4,3,24,27,0,1,0,0,0,0,0,0,1,1,0,0,0,2024-01-05T17:58:20.000,23 - South of Market,July 2023 - June 2024,0,0,17,0,2,0,0,,,3,,,
3581,BALBOA ST BETWEEN 05TH AVE AND 06TH AVE,1,2,2404,0,2,1,0,4,0,2,0,0,0,1,1,0,0,0,0,0,1,2024-01-05T18:17:59.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,17,0,,0,0,1,1,,,,
3182,GEARY BLVD BETWEEN 08TH AVE AND 09TH AVE,1,4,2408,0,2,3,2,4,2,2,0,0,0,0,1,0,0,1,0,0,1,2024-01-05T18:47:59.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,4200,0,3,0,0,52,1,,Shopping cart,,
8848,JORDAN AVE BETWEEN EUCLID AVE AND GEARY BLVD,2,2,2413,0,2,2,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2024-01-05T19:51:44.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,17,0,,0,0,,1,,,,
13785,SPRUCE ST BETWEEN SACRAMENTO ST AND CALIFORNIA ST,1,3,2415,0,2,2,0,4,3,2,0,0,0,0,1,1,0,1,0,0,0,2024-01-05T20:17:55.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,17,0,2,0,0,,1,,,,
6145,CALIFORNIA ST BETWEEN SPRUCE ST AND PARKER AVE,1,3,2416,0,3,1,9,11,4,2,0,0,0,0,1,0,0,0,0,0,1,2024-01-05T20:26:46.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,17,0,,0,0,512,1,,,,
15956,M1 - VALENCIA ST BETWEEN 25TH ST AND 26TH ST,2,2,2419,0,2,1,24,27,16,1,0,0,0,0,1,0,0,1,1,0,0,2024-01-05T21:00:49.000,20 - Mission,July 2023 - June 2024,0,0,17,0,3,0,0,,,,,,
16475,TOWNSEND ST BETWEEN THE EMBARCADERO AND COLIN P KELLY JR ST,2,2,2436,0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-01-09T17:42:41.000,17 - Financial District/South Beach,July 2023 - June 2024,0,0,195,0,,0,0,,,,,,
4578,20TH AVE BETWEEN IRVING ST AND JUDAH ST,2,2,2437,0,2,3,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,2024-01-09T17:44:52.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,16,0,,0,0,,1,,,,
6558,IRVING ST BETWEEN 24TH AVE AND 25TH AVE,1,2,2445,0,2,2,8,5,0,2,0,0,0,0,1,0,0,0,0,0,0,2024-01-09T18:41:28.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,1617,0,,0,0,,1,,,,
4892,29TH AVE BETWEEN IRVING ST AND JUDAH ST,2,3,2446,0,4,1,10,4,0,2,1,0,0,0,0,0,0,0,0,0,0,2024-01-09T19:07:49.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,17,0,,0,0,,1,,,,
4974,32ND AVE BETWEEN IRVING ST AND JUDAH ST,2,4,2447,0,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2024-01-09T20:42:35.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,2,0,,0,0,,1,12,,,
14750,POWELL ST BETWEEN NORTH POINT ST AND BEACH ST,1,2,2468,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2024-01-11T15:51:51.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,16,0,,0,0,125,,,,,
8526,LOMBARD ST BETWEEN TAYLOR ST AND JONES ST,2,2,2476,0,2,3,0,14,8,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-11T17:04:04.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,17216,0,3,0,0,,,,,,
6655,HYDE ST BETWEEN VALLEJO ST AND GREEN ST,2,3,2481,0,3,2,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,2024-01-11T18:08:34.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,1715,0,2,0,0,,,,,,
8292,BROADWAY BETWEEN JONES ST AND LEAVENWORTH ST,2,3,2483,0,3,5,0,6,5,1,1,0,0,0,0,0,0,1,1,0,0,2024-01-11T18:32:54.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,181615417,0,3,0,0,,,,,,
16965,CARD ALY BETWEEN STOCKTON ST AND END: 1-99 BLOCK,1,2,2495,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2024-01-12T16:21:03.000,21 - Chinatown,July 2023 - June 2024,0,0,1715,0,,0,0,,,3,,,
9425,STOCKTON ST BETWEEN CALIFORNIA ST AND END: 700-767 BLOCK,2,3,2507,0,4,2,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,2024-01-12T18:48:23.000,21 - Chinatown,July 2023 - June 2024,0,0,1716,0,,0,0,,,,,,
14027,SCOTT ST BETWEEN BEACH ST AND PRADO ST,2,2,2511,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-12T20:47:13.000,16 - Marina,July 2023 - June 2024,0,0,17,0,1,0,0,,,,,,
7963,MARKET ST BETWEEN MONTGOMERY ST AND 03RD ST,1,3,2520,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2024-01-16T15:57:41.000,17 - Financial District/South Beach,July 2023 - June 2024,0,0,17,0,,0,0,56,,,,,
16989,ACORN ALY BETWEEN LEAVENWORTH ST AND END: 1-99 BLOCK,2,3,2524,0,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2024-01-16T17:21:59.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,17,0,,0,0,,,3,,,
2553,CLAY ST BETWEEN FILLMORE ST AND STEINER ST,2,2,2534,0,3,1,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,2024-01-16T19:00:41.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,16,0,2,0,0,,,,,,
15801,WALLER ST BETWEEN COLE ST AND SHRADER ST,2,2,2536,0,2,1,0,11,0,2,0,0,0,0,0,0,0,1,1,0,0,2024-01-16T19:21:18.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,16,0,3,0,0,,1,,,,
1708,COLE ST BETWEEN HAYES ST AND FELL ST,2,2,2539,0,2,2,3,13,7,2,0,0,0,0,0,0,0,1,1,0,0,2024-01-16T19:54:30.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,45,0,2,0,0,,1,,,,
14040,SCOTT ST BETWEEN SACRAMENTO ST AND CLAY ST,2,2,2544,0,2,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2024-01-16T20:27:37.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,16,0,,0,0,,,2,,,
9748,LYON ST BETWEEN O'FARRELL ST AND GEARY BLVD,1,5,2551,0,4,1,0,11,7,2,0,0,0,0,0,0,0,0,0,0,0,2024-01-16T21:29:56.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,16,0,,0,0,,1,,,,
3388,FRANKLIN ST BETWEEN VALLEJO ST AND GREEN ST,2,4,2554,0,3,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-17T15:41:48.000,16 - Marina,July 2023 - June 2024,0,0,16,0,2,0,0,,,,,,
823,OCTAVIA ST BETWEEN VALLEJO ST AND GREEN ST,2,3,2555,0,4,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-17T15:54:08.000,16 - Marina,July 2023 - June 2024,0,0,16,0,2,0,0,,,,,,
3675,GREEN ST BETWEEN OCTAVIA ST AND LAGUNA ST,2,2,2556,0,3,2,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,2024-01-17T16:02:48.000,16 - Marina,July 2023 - June 2024,0,0,1716,0,3,0,0,,,,,,
13152,UNION ST BETWEEN OCTAVIA ST AND LAGUNA ST,1,2,2557,0,3,2,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,2024-01-17T16:11:22.000,16 - Marina,July 2023 - June 2024,0,0,517,0,3,0,0,,,,,,
3211,FILBERT ST BETWEEN OCTAVIA ST AND LAGUNA ST,2,2,2559,0,2,3,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-17T16:26:23.000,16 - Marina,July 2023 - June 2024,0,0,18417,0,2,0,0,,,,,,
1312,GREENWICH ST BETWEEN BUCHANAN ST AND WEBSTER ST,2,2,2562,0,2,2,0,3,3,1,1,0,0,0,1,0,0,1,0,0,0,2024-01-17T16:56:44.000,16 - Marina,July 2023 - June 2024,0,0,1617,0,2,0,0,,,,,,
870,12TH AVE BETWEEN MAGELLAN AVE AND TARAVAL ST,1,2,2566,0,2,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2024-01-17T17:40:17.000,11 - West of Twin Peaks,July 2023 - June 2024,0,0,4,0,3,0,0,,1,,,,
9329,TARAVAL ST BETWEEN 17TH AVE AND 18TH AVE,1,3,2569,0,2,2,1,27,0,4,0,0,0,0,1,0,0,1,1,0,0,2024-01-17T18:04:51.000,11 - West of Twin Peaks,July 2023 - June 2024,0,0,17,0,3,0,0,,1,,,,
634,EDDY ST BETWEEN WEBSTER ST AND FILLMORE ST,1,2,2580,0,4,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-01-17T19:46:36.000,22 - Western Addition,July 2023 - June 2024,0,0,0,0,,0,0,,,,shopping cart,,
5706,EDDY ST BETWEEN PIERCE ST AND SCOTT ST,2,3,2592,0,4,4,1,3,1,1,2,0,0,0,1,0,0,1,0,0,1,2024-01-17T20:53:29.000,22 - Western Addition,July 2023 - June 2024,0,0,1719182,0,2,0,0,96,,,,,
2408,EDDY ST BETWEEN SCOTT ST AND DIVISADERO ST,2,4,2594,0,3,2,14,7,2,1,0,0,0,0,1,0,0,1,1,0,1,2024-01-17T21:03:02.000,22 - Western Addition,July 2023 - June 2024,0,0,1617,0,3,0,0,69,,,,,
15045,PIERCE ST BETWEEN ELM ST AND TURK ST,2,3,2596,0,4,7,1,4,2,1,1,0,0,0,0,0,0,0,1,0,0,2024-01-17T21:14:16.000,22 - Western Addition,July 2023 - June 2024,0,0,161517,0,3,0,0,,,,,,
6658,HYDE ST BETWEEN JACKSON ST AND PACIFIC AVE,1,2,2598,0,2,1,2,8,3,1,0,0,0,0,1,0,0,1,1,0,1,2024-01-18T15:54:48.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,16,0,2,0,0,5,,,,,
9783,JACKSON ST BETWEEN FILLMORE ST AND STEINER ST,2,3,2602,0,4,2,0,10,6,1,1,0,0,0,1,0,0,0,0,0,1,2024-01-18T16:57:09.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,0,0,,0,0,5,,,christmas trees,,
11926,PINE ST BETWEEN WEBSTER ST AND ORBEN PL,2,3,2603,0,3,1,0,6,5,1,1,0,0,0,1,0,0,1,0,0,0,2024-01-18T17:13:07.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,18,0,2,0,0,,,,,,
14536,WEBSTER ST BETWEEN POST ST AND SUTTER ST,2,3,2608,0,3,2,1,16,5,1,0,0,0,0,0,0,0,1,1,0,0,2024-01-18T18:01:01.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,17,0,2,0,0,,,,,,
15562,WEBSTER ST BETWEEN SUTTER ST AND BUSH ST,2,4,2609,0,3,2,0,6,5,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-18T18:08:59.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,1517,0,3,0,0,,,,,,
16903,SUTTER ST BETWEEN GOUGH ST AND OCTAVIA ST,2,3,2614,0,3,2,0,15,2,1,1,0,0,0,0,0,0,1,1,0,0,2024-01-18T19:10:31.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,0,0,3,0,0,,,,christmas trees,,
10079,CENTRAL AVE BETWEEN FULTON ST AND MCALLISTER ST,2,3,2616,0,3,1,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,2024-01-18T20:35:52.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,19,0,3,0,0,,,,christmas tree,,
7535,FULTON ST BETWEEN STEINER ST AND PIERCE ST,2,3,2618,0,3,2,0,6,0,1,1,0,0,0,1,0,0,1,1,0,0,2024-01-18T21:11:32.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,1615,0,3,0,0,,,,,,
9227,LAGUNA ST BETWEEN IVY ST AND GROVE ST,2,2,2622,0,2,3,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-18T21:52:29.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,21715,0,2,0,0,,,,,,
1570,39TH AVE BETWEEN ULLOA ST AND VICENTE ST,2,2,2635,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2024-01-25T19:24:53.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,17,0,2,0,0,,,,,,
7477,FULTON ST BETWEEN 46TH AVE AND 47TH AVE,2,2,2639,0,3,2,2,7,3,2,0,0,0,0,1,0,0,0,0,0,0,2024-01-25T20:29:39.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,417,0,,0,0,,1,,,,
11992,PETER YORKE WAY BETWEEN GEARY BLVD AND FRANKLIN ST,1,2,2654,0,3,2,8,7,5,1,1,0,0,0,0,0,0,0,0,0,0,2024-01-26T17:59:49.000,22 - Western Addition,July 2023 - June 2024,0,0,17,0,,0,0,,,,,,
13691,CLEARY CT BETWEEN GEARY BLVD AND LAGUNA ST,2,3,2656,0,4,1,7,16,4,2,0,0,0,0,1,0,0,1,1,0,0,2024-01-26T18:49:40.000,22 - Western Addition,July 2023 - June 2024,0,0,5,0,3,0,0,,1,,christmas tree,,
1893,32ND AVE BETWEEN TARAVAL ST AND ULLOA ST,2,2,2665,0,3,1,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,2024-02-01T19:26:01.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,15,0,,0,0,,,,,,
13565,TARAVAL ST BETWEEN 33RD AVE AND 34TH AVE,1,2,2666,0,4,2,3,9,7,1,0,0,0,0,0,0,0,0,0,0,0,2024-02-01T19:34:24.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,17,0,,0,0,,,,,,
2735,23RD AVE BETWEEN KIRKHAM ST AND LAWTON ST,2,3,2669,0,2,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,2024-02-01T21:13:54.000,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0,3,0,0,,,,christmas tree,,
5775,CHURCH ST BETWEEN 25TH ST AND CLIPPER ST,1,2,2677,0,3,1,0,2,4,1,0,0,0,0,1,0,0,1,1,0,0,2024-02-02T15:52:08.000,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0,2,0,0,,,,christmas tree,,
2466,24TH ST BETWEEN CASTRO ST AND DIAMOND ST,1,2,2700,0,2,1,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,2024-02-07T16:24:55.000,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,17,0,2,0,0,,,,,,
5327,INGERSON AVE BETWEEN INGALLS ST AND JENNINGS ST,2,2,2707,0,4,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2024-02-07T23:06:29.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,19,0,2,0,0,,,12,,,
2807,EGBERT AVE BETWEEN FITCH ST AND MID BLOCK,2,2,2710,0,3,3,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,2024-02-07T23:42:38.000,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,17,0,,0,0,,,,,,
3555,BALBOA ST BETWEEN 24TH AVE AND 25TH AVE,2,4,2729,0,3,1,2,7,13,1,0,0,0,0,1,0,0,0,0,0,1,2024-02-08T21:15:20.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,17,0,,0,0,1,,,,,
10219,CLEMENT ST BETWEEN 25TH AVE AND 26TH AVE,1,3,2731,0,3,1,16,7,10,1,0,0,0,0,0,0,0,1,0,0,0,2024-02-08T21:49:18.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,0,0,2,0,0,,,,large clear plastic panel,,
2860,GENEVA AVE BETWEEN HOWTH ST AND LOUISBURG ST,2,3,2734,0,3,1,7,45,2,1,0,0,0,0,0,0,0,1,0,0,0,2024-02-09T15:37:24.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,19,0,2,0,0,,,,,,
16922,LAKEVIEW AVE BETWEEN MARGARET AVE AND JOSIAH AVE,2,2,2735,0,3,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,2024-02-09T15:52:59.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,17,0,3,0,0,,,,,,
10800,MARGARET AVE BETWEEN LAKEVIEW AVE AND SUMMIT ST,2,3,2736,0,4,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,2024-02-09T16:02:27.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,17,0,,0,0,,,12,,,
7953,LOBOS ST BETWEEN CAINE AVE AND PLYMOUTH AVE,2,4,2737,0,3,2,2,13,2,2,1,0,0,0,0,0,1,1,0,0,0,2024-02-09T16:28:17.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,16,0,1,0,0,,1,12,christmas tree,,
3612,CAPITOL AVE BETWEEN SADOWA ST AND BROAD ST,1,3,2739,0,3,2,0,0,16,1,1,0,0,0,0,0,0,1,1,0,0,2024-02-09T16:55:23.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,1704,0,3,0,0,,,,christmas tree,,
14570,RANDOLPH ST BETWEEN VERNON ST AND RALSTON ST,2,3,2741,0,3,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-02-09T17:20:12.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,19,0,,0,0,,,,,,
10443,ORIZABA AVE BETWEEN GRAFTON AVE AND HOLLOWAY AVE,2,3,2747,0,3,1,0,4,21,2,1,0,0,0,0,0,0,1,0,0,0,2024-02-09T18:51:30.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,17,0,2,0,0,,1,,,,
3763,ASHTON AVE BETWEEN HEAD ST AND DE MONTFORT AVE,2,2,2749,0,2,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,2024-02-09T20:47:05.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,16,0,,0,0,,,,,,
12604,MCALLISTER ST BETWEEN VAN NESS AVE AND FRANKLIN ST,1,2,2756,0,3,1,0,11,4,1,1,0,0,0,1,0,0,0,0,0,1,2024-02-12T15:52:08.000,22 - Western Addition,July 2023 - June 2024,0,0,17,0,,0,0,12,,,,,
